"Regional";"Ano";"Mês";"Data";"Ocorrencia";"Solicitacao";"Endereco";"Bairro";"Localidade";"Grau_de_Risco";"Data_da_Acao";"Tipo_da_Acao";"Quantidade";"Altura";"Largura";"Area_m"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Ladeira de Pedra";" #^>""";"Agua Fria";"Alto do Pascoal";"R4";"2022-05-30";"";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego do Curio";" @}>""";"Dois Unidos";"Corrego do Curio";"R4";"2022-05-30";"";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Francisco de Paula Santos";" #^>""";"Dois Unidos";"Corrego da Picada";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Avenida Chagas Ferreira";" {})!""";"Dois Unidos";"Chagas Ferreira";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Alto do Eucalipto";" """"#*9""";"Vasco da Gama ";"Alto do Eucalipto";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Arataca";" `=-[""";"Nao Informado";"Alto do Mandu";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Ester";" .<^&""";"Macaxeira ";"Macaxeira";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Prof. Jose Amarino";" #""""#~""";"Linha do Tiro";"Corrego do Tiro";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Aureliano Leal122 B";" .<^&""";"Dois Unidos";"Alto do Maracana";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Etelvina de Oliveira";" `=-[""";"Dois Unidos";"Alto do Capitao";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""2 Subida do Campo";" `=-[""";"Linha do Tiro";"Corrego do Abdias";"R4";"2022-05-30";"";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Nova Descoberta";" @}>""";"Nova Descoberta";"Nova Descoberta";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Levadas";" #""""#~""";"Nao Informado";"Apipucos";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Avenida Vereados Otacilio de Azevedo";" {})!""";"Brejo de Beberibe";"Sem Localidade";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Colocao de Lonas Plsticas";"""Rua Juventude";" 9<-%""";"Varzea";"Barreiras";"";"2022-05-30";"Rocagem";"3.0";"20.0";"8.0";"480"
"2022";"Maio";"2022-05-30";"";"Colocao de Lonas Plsticas";"""Rua Francisco Leopoldino";" >#'\""";"Varzea";"Barreiras";"";"2022-05-30";"";"2.0";"20.0";"8.0";"320"
"2022";"Maio";"2022-05-30";"";"Colocao de Lonas Plsticas";"""Rua Traipu";" ?_$.""";"Varzea";"Barreiras";"";"2022-05-30";"";"4.0";"25.0";"8.0";"800"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Aguas Claras";" 9<-%""";"Varzea";"Barreiras";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Aguas Claras";" %$<!""";"Varzea";"Barreiras";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Aguas Claras";" .<^&""";"Varzea";"Barreiras";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Pacote de Mel";" ^[{""";"Varzea";"Barreiras";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Pacote de Mel";" {})!""";"Varzea";"Barreiras";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Pacote de Mel";" #^>""";"Varzea";"Barreiras";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Francisco Leopoldino";" ~|}[""";"Varzea";"Barreiras";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Francisco Leopoldino";" #""""#~""";"Varzea";"Barreiras";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Traipiu";" +?""""]""";"Varzea";"Barreiras";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Francisco Leopoldino";" /@9=""";"Varzea";"Barreiras";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Aguas Claras";" @}>""";"Varzea";"Barreiras";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Aguas Claras";" $!>=""";"Varzea";"Barreiras";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Traipu";" >#'\""";"Varzea";"Barreiras";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Traipu";" ?_$.""";"Varzea";"Barreiras";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Avenida Melvin Jones";" >#'\""";"Varzea";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Avenida Melvin Jones";" ?_$.""";"Varzea";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Avenida Melvin Jones";" `=-[""";"Varzea";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Avenida Melvin Jones";" #$[""";"Varzea";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Rua Erundina Negreiros de Araujo";" #_|/""";"Corrego do Jenipapo";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Rua Luiz Gonzaga";" """"#*9""";"Guabiraba";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Rua Luiz Gonzaga";" +?""""]""";"Guabiraba";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Rua Luiz Gonzaga";" #""""#~""";"Guabiraba";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Rua Luiz Gonzaga";" /@9=""";"Guabiraba";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Rua Luiz Gonzaga";" ~|}[""";"Guabiraba";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Rua Luiz Gonzaga";" #^>""";"Guabiraba";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Rua Vicente Ribeiro de Barros";" ^[{""";"Afogados";"Sem Localidade";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Rua Alcantara";" .<^&""";"Coqueiral";"Sem Localidade";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Rua Guanabara";" %$<!""";"Coqueiral";"Sem Localidade";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""1 Travessa do Jenipapo";" #^>""";"Monteiro";"Sem Localidade";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Rua Joao Murilo de Oliveira";" ~|}[""";"Imbiribeira";"Sem Localidade";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Rua Alice Tibirica";" /@9=""";"Cajueiro";"Sem Localidade";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Rua Arapari";" #""""#~""";"Beberibe";"Sem Localidade";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Estrada do Barbalho";" +?""""]""";"Iputinga";"Sem Localidade";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Rua Rio Morno";" """"#*9""";"Dois Unidos";"Sem Localidade";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Avenida Melvin Jones";" $!>=""";"Varzea";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Rua Rio Morno";" #_|/""";"Dois Unidos";"Sem Localidade";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Rua Joao Paulo Ii";" #$[""";"Areias";"Sem Localidade";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Rua Jose Firmino Pinho";" `=-[""";"Areias";"Sem Localidade";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Rua Alvorada";" ?_$.""";"Ipsep";"Sem Localidade";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Rua Cipotania";" >#'\""";"Cordeiro";"Sem Localidade";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Rua Cipotania";" $!>=""";"Cordeiro";"Sem Localidade";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Rua Luiz Souto Dourado164";" .[?""";"Iputinga";"Sem Localidade";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Avenida Melvin Jones";" @}>""";"Varzea";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Avenida Melvin Jones";" 9<-%""";"Varzea";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Avenida Melvin Jones";" %$<!""";"Varzea";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Francisco Leopoldino";" %$<!""";"Varzea";"Barreiras";"R3";"2022-05-30";"orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Francisco Leopoldino";" .<^&""";"Varzea";"Barreiras";"R3";"2022-05-30";"orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Traipu";" ^[{""";"Varzea";"Barreiras";"R3";"2022-05-30";"orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Andreza Maria Batista";" {})!""";"Varzea";"Barreiras";"R3";"2022-05-30";"orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Andreza Batista";" #^>""";"Varzea";"Barreiras";"R3";"2022-05-30";"orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Pacote de Mel";" ~|}[""";"Varzea";"Barreiras";"R3";"2022-05-30";"orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Monteiroplis";" 9<-%""";"Varzea";"Barreiras";"R3";"2022-05-30";"orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Pacote de Mel";" /@9=""";"Varzea";"Barreiras";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Elizabeth Maria";" """"#*9""";"Varzea";"Barreiras";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Ihapi";" #_|/""";"Varzea";"Barreiras";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Menino Jesus";" .[?""";"Varzea";"Barreiras";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Pacote de Mel";" #$[""";"Varzea";"Barreiras";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Pacote de Mel";" `=-[""";"Varzea";"Barreiras";"R3";"2022-05-30";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"";"Vistoria";"""Rua Traipu";" @}>""";"Varzea";"Barreiras";"R3";"2022-05-30";"orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Avenida Melvin Jones";" >#'\""";"Varzea";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Avenida Melvin Jones";" .<^&""";"Varzea";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria em Imveis";"""Avenida Melvin Jones";" ^[{""";"Varzea";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Desabamento Parcial Imveis";"Vistoria em Imveis";"""Avenida Melvin Jones";" {})!""";"Varzea";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Desabamento Parcial Imveis";"Vistoria Alagado";"""Avenida Melvin Jones";" #^>""";"Varzea";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Avenida Melvin Jones";" ~|}[""";"Varzea";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Avenida Melvin Jones";" /@9=""";"Varzea";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Avenida Melvin Jones";" $!>=""";"Varzea";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Avenida Melvin Jones";" #""""#~""";"Varzea";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Avenida Melvin Jones";" """"#*9""";"Varzea";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Avenida Melvin Jones";" #_|/""";"Varzea";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Avenida Melvin Jones";" .[?""";"Varzea";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Avenida Melvin Jones";" #$[""";"Varzea";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Avenida Melvin Jones";" `=-[""";"Varzea";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Avenida Melvin Jones";" ?_$.""";"Varzea";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Imveis Alagados";"Vistoria Alagado";"""Avenida Melvin Jones";" +?""""]""";"Varzea";"Nao Cadastrada";"";"2022-05-30";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Doutor Moacir Sales";" #""""#~""";"Cohab";"Lagoa Encantada";"R3";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-30";"Deslizamentos de Barreiras";"Vistoria";"""Rua Nacip Raidan";" /@9=""";"Nova Descoberta";"Alto Jardim Progresso";"R3";"2022-05-30";"Notificacao de Situacao de Risco";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vertentes do Lerio";" #""""#~""";"Dois Unidos";"Alto do Rosario";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vertentes do Lerio";" /@9=""";"Dois Unidos";"Alto do Rosario";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vertentes do Lerio S9N";" ~|}[""";"Dois Unidos";"Alto do Rosario";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vertentes do Lerio S";" #^>""";"Dois Unidos";"Alto do Rosario";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vertentes do Lerio";" {})!""";"Dois Unidos";"Alto do Rosario";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vertentes do Lerio";" ^[{""";"Dois Unidos";"Alto do Rosario";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vertentes do Lerio";" .<^&""";"Dois Unidos";"Alto do Rosario";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vertentes do Lerio";" %$<!""";"Dois Unidos";"Alto do Rosario";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Angical";" 9<-%""";"Agua Fria";"Corrego do Deodato";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Santa Fe";" @}>""";"Agua Fria";"Corrego do Deodato";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Belo Jardim";" $!>=""";"Agua Fria";"Corrego do Deodato";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Antonio Rodrigues";" >#'\""";"Bomba do Hemeterio";"Corrego Antonio Rodrigues";"R4";"2022-05-29";"";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Corrego do Deodato";" ?_$.""";"Agua Fria";"Corrego do Deodato";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Calatina";" `=-[""";"Dois Unidos";"Vale do Senhor";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vertentes do Lerio";" +?""""]""";"Dois Unidos";"Alto do Rosario";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua dos Milagres";" ?_$.""";"Barro";"Vila dos Milagres";"R4";"2022-05-29";"Mapeamento de Area de Risco";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Desabamento Total Imveis";"Vistoria";"""Rua dos Milagres";" `=-[""";"Barro";"Vila dos Milagres";"R4";"2022-05-29";"Mapeamento de Area de Risco";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Doutor Moacir Sales";" ~|}[""";"Cohab";"Lagoa Encantada";"R4";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Doutor Moacir Sales";" """"#*9""";"Cohab";"Lagoa Encantada";"R3";"2022-05-29";"Analise Visual Estrutural";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Desabamento Parcial Imveis";"Vistoria";"""Rua Mandiore";" >#'\""";"Cohab";"Ur 02";"R4";"2022-05-29";"";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vertentes do Lerio";" """"#*9""";"Dois Unidos";"Alto do Rosario";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vertentes do Lerio";" #_|/""";"Dois Unidos";"Alto do Rosario";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vertentes do Lerio";" .[?""";"Dois Unidos";"Alto do Rosario";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Aaloandia";" @}>""";"Alto Jose Bonifacio ";"Corrego do Euclides";"R3";"2022-05-29";"Notificacao de Situacao de Risco";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Xui";" /@9=""";"Vasco da Gama ";"Alto 13 de Maio";"R4";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Vasco da Gama";" #^>""";"Vasco da Gama ";"Vasco da Gama";"R3";"2022-05-29";"Notificacao de Situacao de Risco";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Agua Viva";" @}>""";"Casa Amarela ";"Alto Santa Isabel";"R2";"2022-05-29";"Notificacao de Situacao de Risco";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Cavalcanti Petribu";" """"#*9""";"Dois Unidos";"Dois Unidos";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
"2022";"Maio";"2022-05-29";"Deslizamentos de Barreiras";"Vistoria";"""Rua Cavalcanti Petribu";" +?""""]""";"Dois Unidos";"Dois Unidos";"R3";"2022-05-29";"Orientado a Sair do Imovel em Caso de Chuva";"";"";"";"0"
